locus_tag	ftype	length_bp	gene	EC_number	COG	product
AJKAJODB_01279	CDS	390	oatA_1	2.3.1.-		O-acetyltransferase OatA
AJKAJODB_01280	CDS	1338	oatA_2	2.3.1.-		O-acetyltransferase OatA
AJKAJODB_01281	CDS	294				hypothetical protein
AJKAJODB_01282	CDS	2268	cypB_1		COG0369	Bifunctional cytochrome P450/NADPH--P450 reductase 2
AJKAJODB_01283	CDS	882	cypB_2		COG0369	Bifunctional cytochrome P450/NADPH--P450 reductase 2
AJKAJODB_01284	CDS	585	bm3R1_2			HTH-type transcriptional repressor Bm3R1
AJKAJODB_01285	CDS	543	yrhH	2.1.1.-	COG0500	Putative methyltransferase YrhH
AJKAJODB_01286	CDS	150				hypothetical protein
AJKAJODB_01287	CDS	801	focB		COG2116	putative formate transporter 2
AJKAJODB_01288	CDS	369				hypothetical protein
AJKAJODB_01289	CDS	2949		1.17.1.9		Putative formate dehydrogenase
AJKAJODB_01290	CDS	483				hypothetical protein
AJKAJODB_01291	CDS	189				hypothetical protein
AJKAJODB_01292	CDS	258				hypothetical protein
AJKAJODB_01293	CDS	852				hypothetical protein
AJKAJODB_01294	CDS	132				hypothetical protein
AJKAJODB_01295	CDS	195				hypothetical protein
AJKAJODB_01296	CDS	150				hypothetical protein
AJKAJODB_01297	CDS	291				hypothetical protein
AJKAJODB_01298	CDS	465				hypothetical protein
AJKAJODB_01299	CDS	558				hypothetical protein
AJKAJODB_01300	CDS	615	betI		COG1309	HTH-type transcriptional regulator BetI
AJKAJODB_01301	CDS	357				hypothetical protein
AJKAJODB_01302	CDS	843				hypothetical protein
AJKAJODB_01303	CDS	1329	aprX	3.4.21.-	COG1404	Serine protease AprX
AJKAJODB_01304	CDS	234				hypothetical protein
AJKAJODB_01305	CDS	708				hypothetical protein
AJKAJODB_01306	CDS	453				hypothetical protein
AJKAJODB_01307	CDS	354	ebrB			Multidrug resistance protein EbrB
AJKAJODB_01308	CDS	321	ebrA			Multidrug resistance protein EbrA
AJKAJODB_01309	CDS	279				hypothetical protein
AJKAJODB_01310	CDS	405				hypothetical protein
AJKAJODB_01311	CDS	945	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
AJKAJODB_01312	CDS	222	hfq		COG1923	RNA-binding protein Hfq
AJKAJODB_01313	CDS	273	ymzC			putative protein YmzC
AJKAJODB_01314	CDS	231				hypothetical protein
AJKAJODB_01315	CDS	303	nrdI		COG1780	Protein NrdI
AJKAJODB_01316	CDS	2103	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha
AJKAJODB_01317	CDS	990	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
AJKAJODB_01318	CDS	621				hypothetical protein
AJKAJODB_01319	CDS	768	cwlC	3.5.1.28	COG0860	Sporulation-specific N-acetylmuramoyl-L-alanine amidase
AJKAJODB_01320	CDS	969	spoVK		COG0464	Stage V sporulation protein K
AJKAJODB_01321	CDS	1263	hflX		COG2262	GTPase HflX
AJKAJODB_01322	CDS	1266				hypothetical protein
AJKAJODB_01323	CDS	408	glnR		COG0789	HTH-type transcriptional regulator GlnR
AJKAJODB_01324	CDS	1335	glnA	6.3.1.2	COG0174	Glutamine synthetase
AJKAJODB_01325	CDS	1155			COG0582	Putative prophage phiRv2 integrase
AJKAJODB_01326	CDS	1056				hypothetical protein
AJKAJODB_01327	CDS	387				hypothetical protein
AJKAJODB_01328	CDS	219				hypothetical protein
AJKAJODB_01329	CDS	765				hypothetical protein
AJKAJODB_01330	CDS	312				hypothetical protein
AJKAJODB_01331	CDS	240				hypothetical protein
AJKAJODB_01332	CDS	276				hypothetical protein
AJKAJODB_01333	CDS	111				hypothetical protein
AJKAJODB_01334	CDS	555				hypothetical protein
AJKAJODB_01335	CDS	936				hypothetical protein
AJKAJODB_01336	CDS	315				hypothetical protein
AJKAJODB_01337	CDS	438				hypothetical protein
AJKAJODB_01338	CDS	2418				hypothetical protein
AJKAJODB_01339	CDS	1038				hypothetical protein
AJKAJODB_01340	CDS	831	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
AJKAJODB_01341	CDS	1146				hypothetical protein
AJKAJODB_01342	CDS	660				hypothetical protein
AJKAJODB_01343	CDS	1440	tuaB		COG2244	Teichuronic acid biosynthesis protein TuaB
AJKAJODB_01344	CDS	1176	tuaC	2.4.-.-	COG0438	Putative teichuronic acid biosynthesis glycosyltransferase TuaC
AJKAJODB_01345	CDS	1335	tuaD_1	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase TuaD
AJKAJODB_01346	CDS	195				hypothetical protein
AJKAJODB_01347	CDS	1455	tuaE			Teichuronic acid biosynthesis protein TuaE
AJKAJODB_01348	CDS	675	tuaF			Teichuronic acid biosynthesis protein TuaF
AJKAJODB_01349	CDS	759	tuaG	2.4.-.-	COG0463	Putative teichuronic acid biosynthesis glycosyltransferase TuaG
AJKAJODB_01350	CDS	1200	tuaH	2.4.-.-		Putative teichuronic acid biosynthesis glycosyltransferase TuaH
AJKAJODB_01351	CDS	1077	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
AJKAJODB_01352	CDS	516				hypothetical protein
AJKAJODB_01353	CDS	660	bcrA_1			Bacitracin transport ATP-binding protein BcrA
AJKAJODB_01354	CDS	810				hypothetical protein
AJKAJODB_01355	CDS	792				hypothetical protein
AJKAJODB_01356	CDS	780				hypothetical protein
AJKAJODB_01357	CDS	453				hypothetical protein
AJKAJODB_01358	CDS	435	yndB		COG3832	putative protein YndB
AJKAJODB_01359	CDS	189				hypothetical protein
AJKAJODB_01360	CDS	111				hypothetical protein
AJKAJODB_01361	CDS	351				hypothetical protein
AJKAJODB_01362	CDS	909	gerAA_1			Spore germination protein A1
AJKAJODB_01363	CDS	486	gerBC_1			Spore germination protein B3
AJKAJODB_01364	CDS	807				hypothetical protein
AJKAJODB_01365	CDS	633				hypothetical protein
AJKAJODB_01366	CDS	1641				hypothetical protein
AJKAJODB_01367	CDS	117				hypothetical protein
AJKAJODB_01368	CDS	165				hypothetical protein
AJKAJODB_01369	CDS	759				hypothetical protein
AJKAJODB_01370	CDS	450				hypothetical protein
AJKAJODB_01371	CDS	420	fosB	2.5.1.-	COG0346	Metallothiol transferase FosB
AJKAJODB_01372	CDS	618	lexA	3.4.21.88	COG1974	LexA repressor
AJKAJODB_01373	CDS	312	yneA		COG1388	Cell division suppressor protein YneA
AJKAJODB_01374	CDS	654	yneB		COG1961	Resolvase YneB
AJKAJODB_01375	CDS	234				hypothetical protein
AJKAJODB_01376	CDS	2004	tkt	2.2.1.1		Transketolase
AJKAJODB_01377	CDS	447	sirA			Sporulation inhibitor of replication protein SirA
AJKAJODB_01378	CDS	219				hypothetical protein
AJKAJODB_01379	CDS	174	ynzD	3.1.3.-		Aspartyl-phosphate phosphatase YnzD
AJKAJODB_01380	CDS	708				hypothetical protein
AJKAJODB_01381	CDS	363	cheY_1		COG0784	Chemotaxis protein CheY
AJKAJODB_01382	CDS	483				hypothetical protein
AJKAJODB_01383	CDS	429				hypothetical protein
AJKAJODB_01384	CDS	375	cotM		COG0071	Spore coat protein M
AJKAJODB_01385	CDS	147	sspP			Small, acid-soluble spore protein P
AJKAJODB_01386	CDS	150	sspO			Small, acid-soluble spore protein O
AJKAJODB_01387	CDS	2730	citB	4.2.1.-	COG1048	Aconitate/2-methylaconitate hydratase
AJKAJODB_01388	CDS	513	resA_1		COG0526	Thiol-disulfide oxidoreductase ResA
AJKAJODB_01389	CDS	126				hypothetical protein
AJKAJODB_01390	CDS	147	sspN			Small, acid-soluble spore protein N
AJKAJODB_01391	CDS	252	tlp			Small, acid-soluble spore protein Tlp
AJKAJODB_01392	CDS	417		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
AJKAJODB_01393	CDS	300				hypothetical protein
AJKAJODB_01394	CDS	288				putative protein
AJKAJODB_01395	CDS	582	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
AJKAJODB_01396	CDS	408	yccU		COG1832	putative protein YccU
AJKAJODB_01397	CDS	1968	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
AJKAJODB_01398	CDS	2421	parC	5.6.2.2		DNA topoisomerase 4 subunit A
AJKAJODB_01399	CDS	126				hypothetical protein
AJKAJODB_01400	CDS	354				hypothetical protein
AJKAJODB_01401	CDS	1398	alsT_2		COG1115	Amino-acid carrier protein AlsT
AJKAJODB_01402	CDS	1500	eglS	3.2.1.4	COG2730	Endoglucanase
AJKAJODB_01403	CDS	264	ynfE			putative protein YnfE
AJKAJODB_01404	CDS	1269	xynC	3.2.1.136		Glucuronoxylanase XynC
AJKAJODB_01405	CDS	1296	xynD_1	3.2.1.55		Arabinoxylan arabinofuranohydrolase
AJKAJODB_01406	CDS	207	xynD_2	3.2.1.55		Arabinoxylan arabinofuranohydrolase
AJKAJODB_01407	CDS	447				hypothetical protein
AJKAJODB_01408	CDS	894	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
AJKAJODB_01409	CDS	606				hypothetical protein
AJKAJODB_01410	CDS	1200	nrnB	3.1.-.-	COG2404	Oligoribonuclease NrnB
AJKAJODB_01411	CDS	1530	accD5	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
AJKAJODB_01412	CDS	783	crt	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
AJKAJODB_01413	CDS	900	yngG	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
AJKAJODB_01414	CDS	222	yngHB		COG0511	Biotin/lipoyl attachment protein
AJKAJODB_01415	CDS	1335	cfiB	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
AJKAJODB_01416	CDS	1650	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
AJKAJODB_01417	CDS	1143	bcd	1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
AJKAJODB_01418	CDS	1533				hypothetical protein
AJKAJODB_01419	CDS	393				hypothetical protein
AJKAJODB_01420	CDS	906	ppsE_1	2.3.1.-	COG3319	Plipastatin synthase subunit E
AJKAJODB_01421	CDS	2268	ppsE_2	2.3.1.-	COG3319	Plipastatin synthase subunit E
AJKAJODB_01422	CDS	246	ppsE_3	2.3.1.-	COG3319	Plipastatin synthase subunit E
AJKAJODB_01423	CDS	7704	ppsD	2.3.1.-	COG0318	Plipastatin synthase subunit D
AJKAJODB_01424	CDS	1476	dacC	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacC
AJKAJODB_01425	CDS	978	galM	5.1.3.3	COG2017	Aldose 1-epimerase
AJKAJODB_01426	CDS	1392	mepA_1			Multidrug export protein MepA
AJKAJODB_01427	CDS	546	yoeB			putative protein YoeB
AJKAJODB_01428	CDS	333				hypothetical protein
AJKAJODB_01429	CDS	231				hypothetical protein
AJKAJODB_01430	CDS	1140	mccB	4.4.1.1	COG0626	Cystathionine gamma-lyase
AJKAJODB_01431	CDS	924	mccA	2.5.1.134	COG0031	O-acetylserine dependent cystathionine beta-synthase
AJKAJODB_01432	CDS	696	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
AJKAJODB_01433	CDS	642	yrrT	2.1.1.-		putative methyltransferase YrrT
AJKAJODB_01434	CDS	204				hypothetical protein
AJKAJODB_01435	CDS	702				hypothetical protein
AJKAJODB_01436	CDS	1755	pbpI		COG0768	Penicillin-binding protein 4B
AJKAJODB_01437	CDS	474	greA		COG0782	Transcription elongation factor GreA
AJKAJODB_01438	CDS	636	udk	2.7.1.48		Uridine kinase
AJKAJODB_01439	CDS	1269				hypothetical protein
AJKAJODB_01440	CDS	930	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
AJKAJODB_01441	CDS	654	trmR	2.1.1.-	COG4122	tRNA 5-hydroxyuridine methyltransferase
AJKAJODB_01442	CDS	1083	mltG_2	4.2.2.-		Endolytic murein transglycosylase
AJKAJODB_01443	CDS	282				hypothetical protein
AJKAJODB_01444	CDS	417	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
AJKAJODB_01445	CDS	267				hypothetical protein
AJKAJODB_01446	CDS	2637	alaS	6.1.1.7		Alanine--tRNA ligase
AJKAJODB_01447	CDS	1062			COG0628	Putative transport protein
AJKAJODB_01448	CDS	729	glnQ_1	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
AJKAJODB_01449	CDS	822	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
AJKAJODB_01450	CDS	651	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
AJKAJODB_01451	CDS	657	glnP		COG0765	putative glutamine ABC transporter permease protein GlnP
AJKAJODB_01452	CDS	132				hypothetical protein
AJKAJODB_01453	CDS	192				hypothetical protein
AJKAJODB_01454	CDS	465				hypothetical protein
AJKAJODB_01455	CDS	2397	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
AJKAJODB_01456	CDS	651	yrrB			TPR repeat-containing protein YrrB
AJKAJODB_01457	CDS	1116	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
AJKAJODB_01458	CDS	1140	iscS_1	2.8.1.7		Cysteine desulfurase IscS
AJKAJODB_01459	CDS	420	cymR			HTH-type transcriptional regulator CymR
AJKAJODB_01460	CDS	1266			COG2256	putative AAA domain-containing protein
AJKAJODB_01461	CDS	765				hypothetical protein
AJKAJODB_01462	CDS	1779	aspS	6.1.1.12		Aspartate--tRNA ligase
AJKAJODB_01463	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
AJKAJODB_01464	CDS	171				hypothetical protein
AJKAJODB_01465	CDS	1557				hypothetical protein
AJKAJODB_01466	CDS	441	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
AJKAJODB_01467	CDS	2205	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
AJKAJODB_01468	CDS	513	apt	2.4.2.7		Adenine phosphoribosyltransferase
AJKAJODB_01469	CDS	2361				hypothetical protein
AJKAJODB_01470	CDS	324				hypothetical protein
AJKAJODB_01471	CDS	498	khtT_2		COG0490	K(+)/H(+) antiporter subunit KhtT
AJKAJODB_01472	CDS	2214	secDF		COG0341	Protein translocase subunit SecDF
AJKAJODB_01473	CDS	297	comN			Post-transcriptional regulator ComN
AJKAJODB_01474	CDS	1557	spoVB		COG2244	Stage V sporulation protein B
AJKAJODB_01475	CDS	657				hypothetical protein
AJKAJODB_01476	CDS	453				hypothetical protein
AJKAJODB_01477	CDS	267	yajC		COG1862	Sec translocon accessory complex subunit YajC
AJKAJODB_01478	CDS	1146	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
AJKAJODB_01479	CDS	1029	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
AJKAJODB_01480	CDS	201				hypothetical protein
AJKAJODB_01481	CDS	1005	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
AJKAJODB_01482	CDS	606	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
AJKAJODB_01483	CDS	513	bofC			Protein BofC
AJKAJODB_01484	CDS	1308	csbX		COG0477	Alpha-ketoglutarate permease
AJKAJODB_01485	CDS	1026	iolG_2	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
AJKAJODB_01486	CDS	648				hypothetical protein
AJKAJODB_01487	CDS	123				hypothetical protein
AJKAJODB_01488	CDS	447				hypothetical protein
AJKAJODB_01489	CDS	1455	acp			Sodium/proton-dependent alanine carrier protein
AJKAJODB_01490	CDS	723	yebC		COG0217	putative transcriptional regulatory protein YebC
AJKAJODB_01491	CDS	597	coxA			Sporulation cortex protein CoxA
AJKAJODB_01492	CDS	1164	safA			SpoIVD-associated factor A
AJKAJODB_01493	CDS	1107	nadA	2.5.1.72	COG0379	Quinolinate synthase A
AJKAJODB_01494	CDS	870	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
AJKAJODB_01495	CDS	1596	nadB	1.4.3.16	COG0029	L-aspartate oxidase
AJKAJODB_01496	CDS	1188	nifS	2.8.1.7	COG1104	Putative cysteine desulfurase NifS
AJKAJODB_01497	CDS	543	nadR		COG1827	Transcription repressor NadR
AJKAJODB_01498	CDS	858	pheA			Bifunctional chorismate mutase/prephenate dehydratase
AJKAJODB_01499	CDS	444				hypothetical protein
AJKAJODB_01500	CDS	1287	obg	3.6.5.-	COG0536	GTPase Obg
AJKAJODB_01501	CDS	579	spo0B	2.7.-.-		Sporulation initiation phosphotransferase B
AJKAJODB_01502	CDS	285	rpmA		COG0211	50S ribosomal protein L27
AJKAJODB_01503	CDS	339				hypothetical protein
AJKAJODB_01504	CDS	309	rplU		COG0261	50S ribosomal protein L21
AJKAJODB_01505	CDS	867	spoIVFB	3.4.24.-	COG1994	Stage IV sporulation protein FB
AJKAJODB_01506	CDS	795	spoIVFA		COG0739	Stage IV sporulation protein FA
AJKAJODB_01507	CDS	807	minD		COG2894	Septum site-determining protein MinD
AJKAJODB_01508	CDS	681	minC		COG0850	Septum site-determining protein MinC
AJKAJODB_01509	CDS	519	mreD		COG2891	Rod shape-determining protein MreD
AJKAJODB_01510	CDS	873	mreC		COG1792	Cell shape-determining protein MreC
AJKAJODB_01511	CDS	1014	mreB		COG1077	Cell shape-determining protein MreB
AJKAJODB_01512	CDS	696				hypothetical protein
AJKAJODB_01513	CDS	570	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
AJKAJODB_01514	CDS	999	spoIIB			Stage II sporulation protein B
AJKAJODB_01515	CDS	537	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
AJKAJODB_01516	CDS	1293	fpgS	6.3.2.17		Folylpolyglutamate synthase
AJKAJODB_01517	CDS	2643	valS	6.1.1.9	COG0525	Valine--tRNA ligase
AJKAJODB_01518	CDS	192				hypothetical protein
AJKAJODB_01519	CDS	1035				hypothetical protein
AJKAJODB_01520	CDS	1722	spoVID			Stage VI sporulation protein D
AJKAJODB_01521	CDS	1293	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
AJKAJODB_01522	CDS	975	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
AJKAJODB_01523	CDS	789				hypothetical protein
AJKAJODB_01524	CDS	945	hemC	2.5.1.61		Porphobilinogen deaminase
AJKAJODB_01525	CDS	831	ccsA_1			Cytochrome c biogenesis protein CcsA
AJKAJODB_01526	CDS	1368	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
AJKAJODB_01527	CDS	498				hypothetical protein
AJKAJODB_01528	CDS	588	engB		COG0218	putative GTP-binding protein EngB
AJKAJODB_01529	CDS	2325	lon1	3.4.21.53	COG0466	Lon protease 1
AJKAJODB_01530	CDS	1659	lon2	3.4.21.53	COG1067	Lon protease 2
AJKAJODB_01531	CDS	1263	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
AJKAJODB_01532	CDS	1275	tig	5.2.1.8	COG0544	Trigger factor
AJKAJODB_01533	CDS	1005				hypothetical protein
AJKAJODB_01534	CDS	600	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
AJKAJODB_01535	CDS	1419	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
AJKAJODB_01536	CDS	1098	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
AJKAJODB_01537	CDS	1557	leuA	2.3.3.13		2-isopropylmalate synthase
AJKAJODB_01538	CDS	1029	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
AJKAJODB_01539	CDS	519	ilvH	2.2.1.6	COG0440	Acetolactate synthase small subunit
AJKAJODB_01540	CDS	1725	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
AJKAJODB_01541	CDS	336				hypothetical protein
AJKAJODB_01542	CDS	387	ysnE	2.3.1.-		putative N-acetyltransferase YsnE
AJKAJODB_01543	CDS	825	ysnF			Stress response protein YsnF
AJKAJODB_01544	CDS	333				hypothetical protein
AJKAJODB_01545	CDS	480	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
AJKAJODB_01546	CDS	1353	accC	6.3.4.14	COG0439	Biotin carboxylase
AJKAJODB_01547	CDS	408				hypothetical protein
AJKAJODB_01548	CDS	396	nusB			Transcription antitermination protein NusB
AJKAJODB_01549	CDS	852	folD		COG0190	Bifunctional protein FolD protein
AJKAJODB_01550	CDS	1347	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
AJKAJODB_01551	CDS	255	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
AJKAJODB_01552	CDS	891		2.5.1.10		Farnesyl diphosphate synthase
AJKAJODB_01553	CDS	1902	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
AJKAJODB_01554	CDS	846	tlyA		COG1189	Hemolysin A
AJKAJODB_01555	CDS	450	argR		COG1438	Arginine repressor
AJKAJODB_01556	CDS	1731	recN		COG0497	DNA repair protein RecN
AJKAJODB_01557	CDS	1281	spoIVB	3.4.21.116	COG0750	SpoIVB peptidase
AJKAJODB_01558	CDS	804	spo0A		COG0784	Stage 0 sporulation protein A
AJKAJODB_01559	CDS	114				hypothetical protein
AJKAJODB_01560	CDS	1149		1.-.-.-		putative oxidoreductase
AJKAJODB_01561	CDS	297				hypothetical protein
AJKAJODB_01562	CDS	615	lytC_2	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
AJKAJODB_01563	CDS	732	glpQ_2	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
AJKAJODB_01564	CDS	1182	mmgA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
AJKAJODB_01565	CDS	864	mmgB	1.1.1.157	COG1250	putative 3-hydroxybutyryl-CoA dehydrogenase
AJKAJODB_01566	CDS	1140	mmgC	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
AJKAJODB_01567	CDS	1119	mmgD	2.3.3.-	COG0372	Citrate/2-methylcitrate synthase
AJKAJODB_01568	CDS	1419	mmgE	4.2.1.-	COG2079	Citrate/2-methylcitrate dehydratase
AJKAJODB_01569	CDS	906	mmgF	4.1.3.-	COG2513	2-methylisocitrate lyase
AJKAJODB_01570	CDS	237				hypothetical protein
AJKAJODB_01571	CDS	2079	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
AJKAJODB_01572	CDS	900	pta_1	2.3.1.8	COG0280	Phosphate acetyltransferase
AJKAJODB_01573	CDS	1095	ldh_1	1.4.1.9	COG0334	Leucine dehydrogenase
AJKAJODB_01574	CDS	1086	buk2	2.7.2.7	COG3426	Butyrate kinase 2
AJKAJODB_01575	CDS	1425	pdhD_3	1.8.1.4		Dihydrolipoyl dehydrogenase
AJKAJODB_01576	CDS	993	bfmBAA	1.2.4.4	COG1071	2-oxoisovalerate dehydrogenase subunit alpha
AJKAJODB_01577	CDS	984	bfmBAB	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
AJKAJODB_01578	CDS	1275	pdhC_3	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
AJKAJODB_01579	CDS	837	bmrR		COG0789	Multidrug-efflux transporter 1 regulator
AJKAJODB_01580	CDS	1068	mdtG_2			Multidrug resistance protein MdtG
AJKAJODB_01581	CDS	894	bmrU	2.7.1.-	COG1597	Putative lipid kinase BmrU
AJKAJODB_01582	CDS	438				hypothetical protein
AJKAJODB_01583	CDS	768	artP		COG0834	Arginine-binding extracellular protein ArtP
AJKAJODB_01584	CDS	660	artQ		COG0765	Arginine transport system permease protein ArtQ
AJKAJODB_01585	CDS	723	artM		COG1126	Arginine transport ATP-binding protein ArtM
AJKAJODB_01586	CDS	969				hypothetical protein
AJKAJODB_01587	CDS	531				hypothetical protein
AJKAJODB_01588	CDS	93				hypothetical protein
AJKAJODB_01589	CDS	423	epi	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
AJKAJODB_01590	CDS	243				hypothetical protein
AJKAJODB_01591	CDS	171	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
AJKAJODB_01592	CDS	1125		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
AJKAJODB_01593	CDS	1116	pepT_1	3.4.11.4	COG2195	Peptidase T
AJKAJODB_01594	CDS	729				hypothetical protein
AJKAJODB_01595	CDS	828	misCB		COG0706	Membrane protein insertase MisCB
AJKAJODB_01596	CDS	282	mifM			Membrane protein insertion and folding monitor
AJKAJODB_01597	CDS	1245	dinB_1	2.7.7.7	COG0389	DNA polymerase IV
AJKAJODB_01598	CDS	1410	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
AJKAJODB_01599	CDS	1470	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
AJKAJODB_01600	CDS	924	rnz	3.1.26.11	COG1234	Ribonuclease Z
AJKAJODB_01601	CDS	150	rpmG2			50S ribosomal protein L33 2
AJKAJODB_01602	CDS	762	dhaA	3.8.1.5		Haloalkane dehalogenase
AJKAJODB_01603	CDS	237				hypothetical protein
AJKAJODB_01604	CDS	3870	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
AJKAJODB_01605	CDS	732	nagR_1		COG2188	HTH-type transcriptional repressor NagR
AJKAJODB_01606	CDS	729	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
AJKAJODB_01607	CDS	1191	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
