locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBHGPHIL_01409	CDS	660	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
MBHGPHIL_01410	CDS	495				hypothetical protein
MBHGPHIL_01411	CDS	456				hypothetical protein
MBHGPHIL_01412	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
MBHGPHIL_01413	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
MBHGPHIL_01414	CDS	1521				hypothetical protein
MBHGPHIL_01415	CDS	954	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
MBHGPHIL_01416	CDS	831	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
MBHGPHIL_01417	CDS	1392	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
MBHGPHIL_01418	CDS	273				hypothetical protein
MBHGPHIL_01419	CDS	444	ulaC_1		COG1762	Ascorbate-specific PTS system EIIA component
MBHGPHIL_01420	CDS	1020	gntR_3			HTH-type transcriptional regulator GntR
MBHGPHIL_01421	CDS	555	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
MBHGPHIL_01422	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
MBHGPHIL_01423	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
MBHGPHIL_01424	CDS	648	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
MBHGPHIL_01425	CDS	894				Epimerase family protein
MBHGPHIL_01426	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
MBHGPHIL_01427	CDS	708	hisM		COG4160	Histidine transport system permease protein HisM
MBHGPHIL_01428	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
MBHGPHIL_01429	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
MBHGPHIL_01430	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
MBHGPHIL_01431	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
MBHGPHIL_01432	CDS	1407	rocC		COG0833	Amino-acid permease RocC
MBHGPHIL_01433	CDS	1104	orr	5.1.1.12	COG3457	Ornithine racemase
MBHGPHIL_01434	CDS	1422	gadC		COG0531	Glutamate/gamma-aminobutyrate antiporter
MBHGPHIL_01435	CDS	1398	lysA_1	4.1.1.20	COG0019	Diaminopimelate decarboxylase
MBHGPHIL_01436	CDS	1428	rocR		COG3829	Arginine utilization regulatory protein RocR
MBHGPHIL_01437	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
MBHGPHIL_01438	CDS	489	cvpA		COG1286	Colicin V production protein
MBHGPHIL_01439	CDS	675	dedD			Cell division protein DedD
MBHGPHIL_01440	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
MBHGPHIL_01441	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
MBHGPHIL_01442	CDS	660	dedA		COG0586	Protein DedA
MBHGPHIL_01443	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
MBHGPHIL_01444	CDS	1014	usg		COG0136	USG-1 protein
MBHGPHIL_01445	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
MBHGPHIL_01446	CDS	1002	flk			Flagellar regulator flk
MBHGPHIL_01447	CDS	1179	yfcJ_1			putative MFS-type transporter YfcJ
MBHGPHIL_01448	CDS	375				hypothetical protein
MBHGPHIL_01449	CDS	249				hypothetical protein
MBHGPHIL_01450	CDS	369				hypothetical protein
MBHGPHIL_01451	CDS	519				hypothetical protein
MBHGPHIL_01452	CDS	657				hypothetical protein
MBHGPHIL_01453	CDS	1215	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
MBHGPHIL_01454	CDS	2001	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
MBHGPHIL_01455	CDS	276				hypothetical protein
MBHGPHIL_01456	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
MBHGPHIL_01457	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
MBHGPHIL_01458	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
MBHGPHIL_01459	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
MBHGPHIL_01460	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
MBHGPHIL_01461	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
MBHGPHIL_01462	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
MBHGPHIL_01463	CDS	2148	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
MBHGPHIL_01464	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
MBHGPHIL_01465	CDS	285				hypothetical protein
MBHGPHIL_01466	CDS	1308	fadL		COG2067	Long-chain fatty acid transport protein
MBHGPHIL_01467	CDS	756	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
MBHGPHIL_01468	CDS	942	yfdC		COG2116	Inner membrane protein YfdC
MBHGPHIL_01469	tRNA	75				tRNA-Arg(cct)
MBHGPHIL_01470	CDS	939	pla	3.4.23.48		Coagulase/fibrinolysin
MBHGPHIL_01471	CDS	96				hypothetical protein
MBHGPHIL_01472	CDS	1251	dctD			C4-dicarboxylate transport transcriptional regulatory protein DctD
MBHGPHIL_01473	CDS	2007	pgtB	2.7.13.3	COG4192	Phosphoglycerate transport system sensor protein PgtB
MBHGPHIL_01474	CDS	1275	pgtC		COG1840	Phosphoglycerate transport regulatory protein PgtC
MBHGPHIL_01475	CDS	1392	pgtP		COG2271	Phosphoglycerate transporter protein
MBHGPHIL_01476	CDS	243				hypothetical protein
MBHGPHIL_01477	CDS	114				hypothetical protein
MBHGPHIL_01478	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
MBHGPHIL_01479	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
MBHGPHIL_01480	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
MBHGPHIL_01481	CDS	1236	yfeO			Putative ion-transport protein YfeO
MBHGPHIL_01482	CDS	1653	ipdC	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
MBHGPHIL_01483	CDS	999	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
MBHGPHIL_01484	CDS	327				hypothetical protein
MBHGPHIL_01485	CDS	1242	mntH		COG1914	Divalent metal cation transporter MntH
MBHGPHIL_01486	CDS	1092	nupC		COG1972	Nucleoside permease NupC
MBHGPHIL_01487	CDS	2190	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
MBHGPHIL_01488	tRNA	76				tRNA-Ala(ggc)
MBHGPHIL_01489	tRNA	76				tRNA-Ala(ggc)
MBHGPHIL_01490	CDS	363				hypothetical protein
MBHGPHIL_01491	CDS	372				hypothetical protein
MBHGPHIL_01492	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
MBHGPHIL_01493	tRNA	76				tRNA-Val(tac)
MBHGPHIL_01494	tRNA	76				tRNA-Val(tac)
MBHGPHIL_01495	tRNA	76				tRNA-Val(tac)
MBHGPHIL_01496	tRNA	76				tRNA-Lys(ttt)
MBHGPHIL_01497	CDS	885	hcaR_1			Hca operon transcriptional activator HcaR
MBHGPHIL_01498	CDS	159				hypothetical protein
MBHGPHIL_01499	CDS	1257	xapB			Xanthosine permease
MBHGPHIL_01500	CDS	834	xapA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 2
MBHGPHIL_01501	CDS	762				hypothetical protein
MBHGPHIL_01502	CDS	927	oxyR_1			Hydrogen peroxide-inducible genes activator
MBHGPHIL_01503	CDS	999				hypothetical protein
MBHGPHIL_01504	CDS	219				hypothetical protein
MBHGPHIL_01505	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
MBHGPHIL_01506	CDS	987	zipA		COG3115	Cell division protein ZipA
MBHGPHIL_01507	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
MBHGPHIL_01508	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
MBHGPHIL_01509	CDS	258	ptsH_2		COG1925	Phosphocarrier protein HPr
MBHGPHIL_01510	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
MBHGPHIL_01511	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
MBHGPHIL_01512	CDS	240				hypothetical protein
MBHGPHIL_01513	CDS	867	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
MBHGPHIL_01514	CDS	1293	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
MBHGPHIL_01515	CDS	720				hypothetical protein
MBHGPHIL_01516	CDS	363				hypothetical protein
MBHGPHIL_01517	CDS	540				hypothetical protein
MBHGPHIL_01518	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
MBHGPHIL_01519	CDS	1098	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
MBHGPHIL_01520	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
MBHGPHIL_01521	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
MBHGPHIL_01522	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
MBHGPHIL_01523	CDS	792	ucpA	1.-.-.-		Oxidoreductase UcpA
MBHGPHIL_01524	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
MBHGPHIL_01525	CDS	576	yfeY			putative protein YfeY
MBHGPHIL_01526	CDS	450	yfeZ			Inner membrane protein YfeZ
MBHGPHIL_01527	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
MBHGPHIL_01528	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
MBHGPHIL_01529	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
MBHGPHIL_01530	CDS	330				hypothetical protein
MBHGPHIL_01531	CDS	1278				hypothetical protein
MBHGPHIL_01532	CDS	969				hypothetical protein
MBHGPHIL_01533	CDS	495	eutK		COG4577	Ethanolamine utilization protein EutK
MBHGPHIL_01534	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
MBHGPHIL_01535	CDS	897	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
MBHGPHIL_01536	CDS	1362	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
MBHGPHIL_01537	CDS	1404				hypothetical protein
MBHGPHIL_01538	CDS	1227				hypothetical protein
MBHGPHIL_01539	CDS	1188	mdh_2	1.1.1.244		NAD-dependent methanol dehydrogenase
MBHGPHIL_01540	CDS	840	ftsA_1			Cell division protein FtsA
MBHGPHIL_01541	CDS	1404	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
MBHGPHIL_01542	CDS	288	eutN		COG4576	Ethanolamine utilization protein EutN
MBHGPHIL_01543	CDS	291	eutM		COG4577	Ethanolamine utilization protein EutM
MBHGPHIL_01544	CDS	1017	eutD		COG0280	Ethanolamine utilization protein EutD
MBHGPHIL_01545	CDS	804				hypothetical protein
MBHGPHIL_01546	CDS	690	eutQ		COG4766	Ethanolamine utilization protein EutQ
MBHGPHIL_01547	CDS	480	pduV_1		COG4917	Propanediol utilization protein PduV
MBHGPHIL_01548	CDS	336	eutS		COG4810	Ethanolamine utilization protein EutS
MBHGPHIL_01549	CDS	246				IS200/IS605 family transposase IS200F
MBHGPHIL_01550	CDS	453				hypothetical protein
MBHGPHIL_01551	CDS	336				hypothetical protein
MBHGPHIL_01552	CDS	474				hypothetical protein
MBHGPHIL_01553	CDS	189				hypothetical protein
MBHGPHIL_01554	tRNA	77				tRNA-Arg(tct)
MBHGPHIL_01555	CDS	564				hypothetical protein
MBHGPHIL_01556	CDS	678				hypothetical protein
MBHGPHIL_01557	CDS	141	ylcG			putative protein YlcG
MBHGPHIL_01558	CDS	612				hypothetical protein
MBHGPHIL_01559	CDS	207				hypothetical protein
MBHGPHIL_01560	CDS	603				hypothetical protein
MBHGPHIL_01561	CDS	240	dinI_2			DNA damage-inducible protein I
MBHGPHIL_01562	CDS	282				hypothetical protein
MBHGPHIL_01563	CDS	213				hypothetical protein
MBHGPHIL_01564	CDS	474				hypothetical protein
MBHGPHIL_01565	CDS	525				hypothetical protein
MBHGPHIL_01566	CDS	348				hypothetical protein
MBHGPHIL_01567	CDS	750	dnaC_3		COG1484	DNA replication protein DnaC
MBHGPHIL_01568	CDS	978				hypothetical protein
MBHGPHIL_01569	CDS	150				hypothetical protein
MBHGPHIL_01570	CDS	144				hypothetical protein
MBHGPHIL_01571	CDS	2928				hypothetical protein
MBHGPHIL_01572	CDS	1110				hypothetical protein
MBHGPHIL_01573	CDS	240				hypothetical protein
MBHGPHIL_01574	CDS	285				hypothetical protein
MBHGPHIL_01575	CDS	1230	intA_3		COG0582	Prophage integrase IntA
MBHGPHIL_01576	CDS	480	rseC		COG3086	Protein RseC
MBHGPHIL_01577	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
MBHGPHIL_01578	CDS	651	rseA			Anti-sigma-E factor RseA
MBHGPHIL_01579	CDS	576	rpoE			ECF RNA polymerase sigma-E factor
MBHGPHIL_01580	CDS	1623	nadB	1.4.3.16	COG0029	L-aspartate oxidase
MBHGPHIL_01581	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
MBHGPHIL_01582	CDS	1335	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
MBHGPHIL_01583	CDS	900	yofA		COG0583	HTH-type transcriptional regulator YofA
MBHGPHIL_01584	CDS	588	eamB		COG1280	Cysteine/O-acetylserine efflux protein
MBHGPHIL_01585	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
MBHGPHIL_01586	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
MBHGPHIL_01587	CDS	1038	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
MBHGPHIL_01588	CDS	420	trxC	1.8.1.8	COG0526	Thioredoxin 2
MBHGPHIL_01589	CDS	681				hypothetical protein
MBHGPHIL_01590	CDS	2661	pat	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
MBHGPHIL_01591	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
MBHGPHIL_01592	CDS	324				hypothetical protein
MBHGPHIL_01593	CDS	1302	kgtP			Alpha-ketoglutarate permease
MBHGPHIL_01594	CDS	456				hypothetical protein
MBHGPHIL_01595	CDS	522				hypothetical protein
MBHGPHIL_01596	CDS	624				hypothetical protein
MBHGPHIL_01597	CDS	258				hypothetical protein
MBHGPHIL_01598	CDS	339				hypothetical protein
MBHGPHIL_01599	CDS	615				hypothetical protein
MBHGPHIL_01600	CDS	486				hypothetical protein
MBHGPHIL_01601	CDS	420				hypothetical protein
MBHGPHIL_01602	CDS	303				hypothetical protein
MBHGPHIL_01603	CDS	351				hypothetical protein
MBHGPHIL_01604	CDS	495				hypothetical protein
MBHGPHIL_01605	CDS	1734				hypothetical protein
MBHGPHIL_01606	CDS	183				hypothetical protein
MBHGPHIL_01607	CDS	1242				hypothetical protein
MBHGPHIL_01608	CDS	651				hypothetical protein
MBHGPHIL_01609	CDS	111				hypothetical protein
MBHGPHIL_01610	CDS	1119				hypothetical protein
MBHGPHIL_01611	CDS	201				hypothetical protein
MBHGPHIL_01612	CDS	324				hypothetical protein
MBHGPHIL_01613	CDS	405				hypothetical protein
MBHGPHIL_01614	CDS	513				hypothetical protein
MBHGPHIL_01615	CDS	561				hypothetical protein
MBHGPHIL_01616	CDS	165				hypothetical protein
MBHGPHIL_01617	CDS	1497				hypothetical protein
MBHGPHIL_01618	CDS	357				hypothetical protein
MBHGPHIL_01619	CDS	327				hypothetical protein
MBHGPHIL_01620	CDS	1932				hypothetical protein
MBHGPHIL_01621	CDS	1341				hypothetical protein
MBHGPHIL_01622	CDS	1059				hypothetical protein
MBHGPHIL_01623	CDS	534				hypothetical protein
MBHGPHIL_01624	CDS	414				hypothetical protein
MBHGPHIL_01625	CDS	639				hypothetical protein
MBHGPHIL_01626	CDS	393				hypothetical protein
MBHGPHIL_01627	CDS	588				hypothetical protein
MBHGPHIL_01628	CDS	384				hypothetical protein
MBHGPHIL_01629	CDS	1098				hypothetical protein
MBHGPHIL_01630	CDS	570				hypothetical protein
MBHGPHIL_01631	CDS	150				hypothetical protein
MBHGPHIL_01632	CDS	1008				hypothetical protein
MBHGPHIL_01633	CDS	420	umuD	3.4.21.-	COG1974	Protein UmuD
MBHGPHIL_01634	CDS	1269	umuC		COG0389	Protein UmuC
MBHGPHIL_01635	CDS	213	cspJ			Cold shock-like protein CspJ
MBHGPHIL_01636	CDS	1197	ompN_1		COG3203	Outer membrane porin N
MBHGPHIL_01637	CDS	300	yedR			Inner membrane protein YedR
MBHGPHIL_01638	CDS	696	yedJ		COG1418	putative protein YedJ
MBHGPHIL_01639	CDS	1431	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
MBHGPHIL_01640	CDS	471	vsr	3.1.-.-	COG3727	Very short patch repair protein
MBHGPHIL_01641	CDS	921	yedA			putative inner membrane transporter YedA
MBHGPHIL_01642	CDS	912	yedI		COG2354	Inner membrane protein YedI
MBHGPHIL_01643	CDS	186				hypothetical protein
MBHGPHIL_01644	CDS	1713	dgcQ	2.7.7.65		putative diguanylate cyclase DgcQ
MBHGPHIL_01645	CDS	816	yedP	3.1.3.70	COG3769	Mannosyl-3-phosphoglycerate phosphatase
MBHGPHIL_01646	CDS	228				hypothetical protein
MBHGPHIL_01647	CDS	195	dsrB			Protein DsrB
MBHGPHIL_01648	CDS	624	rcsA_1		COG2771	Transcriptional regulatory protein RcsA
MBHGPHIL_01649	CDS	795	fliR		COG1684	Flagellar biosynthetic protein FliR
MBHGPHIL_01650	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
MBHGPHIL_01651	CDS	738	fliP		COG1338	Flagellar biosynthetic protein FliP
MBHGPHIL_01652	CDS	378	fliO		COG3190	Flagellar protein FliO
MBHGPHIL_01653	CDS	414	fliN		COG1886	Flagellar motor switch protein FliN
MBHGPHIL_01654	CDS	1005	fliM		COG1868	Flagellar motor switch protein FliM
MBHGPHIL_01655	CDS	468				hypothetical protein
MBHGPHIL_01656	CDS	1218	fliK		COG3144	Flagellar hook-length control protein
MBHGPHIL_01657	CDS	444	fliJ		COG2882	Flagellar FliJ protein
MBHGPHIL_01658	CDS	1371	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
MBHGPHIL_01659	CDS	708	fliH		COG1317	Flagellar assembly protein FliH
MBHGPHIL_01660	CDS	996	fliG		COG1536	Flagellar motor switch protein FliG
MBHGPHIL_01661	CDS	1683	fliF		COG1766	Flagellar M-ring protein
MBHGPHIL_01662	CDS	315	fliE		COG1677	Flagellar hook-basal body complex protein FliE
MBHGPHIL_01663	CDS	234	yedF		COG0425	Putative sulfur carrier protein YedF
MBHGPHIL_01664	CDS	1206				hypothetical protein
MBHGPHIL_01665	CDS	426				hypothetical protein
MBHGPHIL_01666	CDS	1485	amyA	3.2.1.1	COG0366	Cytoplasmic alpha-amylase
MBHGPHIL_01667	CDS	369	fliT			Flagellar protein FliT
MBHGPHIL_01668	CDS	408	fliS		COG1516	Flagellar secretion chaperone FliS
MBHGPHIL_01669	CDS	1404	fliD		COG1345	Flagellar hook-associated protein 2
MBHGPHIL_01670	CDS	231				hypothetical protein
MBHGPHIL_01671	CDS	102				hypothetical protein
MBHGPHIL_01672	CDS	1785	sspH2_1	2.3.2.27	COG4886	E3 ubiquitin-protein ligase SspH2
MBHGPHIL_01673	CDS	597	sspH2_2	2.3.2.27	COG4886	E3 ubiquitin-protein ligase SspH2
MBHGPHIL_01674	CDS	696				hypothetical protein
MBHGPHIL_01675	CDS	243				hypothetical protein
MBHGPHIL_01676	CDS	3363				hypothetical protein
MBHGPHIL_01677	CDS	507				hypothetical protein
MBHGPHIL_01678	CDS	738				hypothetical protein
MBHGPHIL_01679	CDS	699				hypothetical protein
MBHGPHIL_01680	CDS	330				hypothetical protein
MBHGPHIL_01681	CDS	1797				hypothetical protein
MBHGPHIL_01682	CDS	696				hypothetical protein
MBHGPHIL_01683	CDS	243				hypothetical protein
MBHGPHIL_01684	CDS	3351				hypothetical protein
MBHGPHIL_01685	CDS	543				hypothetical protein
MBHGPHIL_01686	CDS	738				hypothetical protein
MBHGPHIL_01687	CDS	696				hypothetical protein
MBHGPHIL_01688	CDS	534	sodC1	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn] 1
MBHGPHIL_01689	CDS	498	ail_1		COG3637	Attachment invasion locus protein
MBHGPHIL_01690	CDS	333				hypothetical protein
MBHGPHIL_01691	CDS	1794				hypothetical protein
MBHGPHIL_01692	CDS	615				hypothetical protein
MBHGPHIL_01693	CDS	243				hypothetical protein
MBHGPHIL_01694	CDS	2373				hypothetical protein
MBHGPHIL_01695	CDS	825				hypothetical protein
MBHGPHIL_01696	CDS	795				hypothetical protein
MBHGPHIL_01697	CDS	252				hypothetical protein
MBHGPHIL_01698	CDS	399				hypothetical protein
MBHGPHIL_01699	CDS	750				hypothetical protein
MBHGPHIL_01700	CDS	402				hypothetical protein
MBHGPHIL_01701	CDS	567				hypothetical protein
MBHGPHIL_01702	CDS	267				hypothetical protein
MBHGPHIL_01703	CDS	324				hypothetical protein
MBHGPHIL_01704	CDS	2055	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
MBHGPHIL_01705	CDS	1548				hypothetical protein
MBHGPHIL_01706	CDS	207				hypothetical protein
MBHGPHIL_01707	CDS	2136				hypothetical protein
MBHGPHIL_01708	CDS	534				hypothetical protein
MBHGPHIL_01709	CDS	501				hypothetical protein
MBHGPHIL_01710	CDS	453				hypothetical protein
MBHGPHIL_01711	CDS	336				hypothetical protein
MBHGPHIL_01712	CDS	273				hypothetical protein
MBHGPHIL_01713	CDS	150				hypothetical protein
MBHGPHIL_01714	CDS	978				hypothetical protein
MBHGPHIL_01715	CDS	750	dnaC_4		COG1484	DNA replication protein DnaC
MBHGPHIL_01716	CDS	348				hypothetical protein
MBHGPHIL_01717	CDS	312				hypothetical protein
MBHGPHIL_01718	CDS	270				hypothetical protein
MBHGPHIL_01719	CDS	234	dinI_3			DNA damage-inducible protein I
MBHGPHIL_01720	CDS	603				hypothetical protein
MBHGPHIL_01721	CDS	207				hypothetical protein
MBHGPHIL_01722	CDS	612				hypothetical protein
MBHGPHIL_01723	CDS	147				hypothetical protein
MBHGPHIL_01724	CDS	798				hypothetical protein
MBHGPHIL_01725	CDS	219				hypothetical protein
MBHGPHIL_01726	CDS	126				hypothetical protein
MBHGPHIL_01727	CDS	450				hypothetical protein
MBHGPHIL_01728	CDS	138				hypothetical protein
MBHGPHIL_01729	CDS	474				hypothetical protein
MBHGPHIL_01730	CDS	336				hypothetical protein
MBHGPHIL_01731	CDS	453				hypothetical protein
MBHGPHIL_01732	CDS	582	tfaE			Prophage tail fiber assembly protein TfaE
MBHGPHIL_01733	CDS	2439				hypothetical protein
MBHGPHIL_01734	CDS	243				hypothetical protein
MBHGPHIL_01735	CDS	615				hypothetical protein
MBHGPHIL_01736	CDS	792				hypothetical protein
MBHGPHIL_01737	CDS	378				hypothetical protein
MBHGPHIL_01738	CDS	558				hypothetical protein
MBHGPHIL_01739	CDS	648	narL_1		COG2197	Nitrate/nitrite response regulator protein NarL
MBHGPHIL_01740	CDS	1044	ccmH_2		COG3088	Cytochrome c-type biogenesis protein CcmH
MBHGPHIL_01741	CDS	558	dsbE_4		COG0526	Thiol:disulfide interchange protein DsbE
MBHGPHIL_01742	CDS	1932	ccmF_4		COG1138	Cytochrome c-type biogenesis protein CcmF
MBHGPHIL_01743	CDS	480	ccmE_4		COG2332	Cytochrome c-type biogenesis protein CcmE
MBHGPHIL_01744	CDS	213	ccmD_4		COG3114	Heme exporter protein D
MBHGPHIL_01745	CDS	738	ccmC_4		COG0755	Heme exporter protein C
MBHGPHIL_01746	CDS	657	ccmB_4		COG2386	Heme exporter protein B
MBHGPHIL_01747	CDS	618	ccmA_4	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
MBHGPHIL_01748	CDS	225	oadB_1	7.2.4.2	COG1883	Oxaloacetate decarboxylase beta chain
MBHGPHIL_01749	CDS	1659	citA	2.7.13.3	COG3290	Sensor histidine kinase CitA
MBHGPHIL_01750	CDS	687	citB		COG4565	Transcriptional regulatory protein CitB
MBHGPHIL_01751	CDS	921	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
MBHGPHIL_01752	CDS	1203				hypothetical protein
MBHGPHIL_01753	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
MBHGPHIL_01754	CDS	450	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
MBHGPHIL_01755	CDS	501	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
MBHGPHIL_01756	CDS	2835	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
MBHGPHIL_01757	CDS	939	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
MBHGPHIL_01758	CDS	210				hypothetical protein
MBHGPHIL_01759	CDS	1374	xylP			Isoprimeverose transporter
MBHGPHIL_01760	CDS	2040				hypothetical protein
MBHGPHIL_01761	CDS	894	nhaR		COG0583	Transcriptional activator protein NhaR
MBHGPHIL_01762	CDS	1167	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
MBHGPHIL_01763	CDS	1716	assT_2	2.8.2.22		Arylsulfate sulfotransferase AssT
MBHGPHIL_01764	CDS	1248				hypothetical protein
MBHGPHIL_01765	CDS	1191	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
MBHGPHIL_01766	CDS	1494		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
MBHGPHIL_01767	CDS	762				hypothetical protein
MBHGPHIL_01768	CDS	1563	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
MBHGPHIL_01769	CDS	1719	assT_3	2.8.2.22		Arylsulfate sulfotransferase AssT
MBHGPHIL_01770	CDS	219				hypothetical protein
MBHGPHIL_01771	CDS	1005	leuO_1			HTH-type transcriptional regulator LeuO
MBHGPHIL_01772	CDS	450				hypothetical protein
MBHGPHIL_01773	CDS	288				hypothetical protein
MBHGPHIL_01774	CDS	846				hypothetical protein
MBHGPHIL_01775	CDS	732	ycbF		COG3121	putative fimbrial chaperone YcbF
MBHGPHIL_01776	CDS	519	fimF_1			Protein FimF
MBHGPHIL_01777	CDS	546	ycbU		COG3539	putative fimbrial-like protein YcbU
MBHGPHIL_01778	CDS	1008	sfmH_1			putative fimbrial-like protein SfmH
MBHGPHIL_01779	CDS	2622	elfC_2		COG3188	putative outer membrane usher protein ElfC
MBHGPHIL_01780	CDS	687	sfmC_1			putative fimbrial chaperone SfmC
MBHGPHIL_01781	CDS	543	elfA			Laminin-binding fimbrial subunit ElfA
MBHGPHIL_01782	CDS	705	iprA_1			Inhibitor of hydrogen peroxide resistance
MBHGPHIL_01783	CDS	2997				hypothetical protein
MBHGPHIL_01784	CDS	2100				hypothetical protein
